IsiLaporan,kategori
danau jalan tol outer ring road percaya danau jalan tol lingkar mal taman palem cengkareng barat air jalan arteri keboc,8
perihal rusunawa utama rusunawa guru cipinang muara sasar sore halaman penuh mobil milik guru pns sewa rusunawa tanggap realisasi tertib,8
solusi kendara motor kemudi arogan bahaya jiwa aman nyaman kendara belok salip terobos lampu merah enak lawan arah akhlak,8
minggu februari bus transjakarta koridor tanjung priok pluit mogok underpass hotel golden bingung bus mogok s,8
jalan ruko sunter niaga arah pasar sunter gelombang biar jalan kantor kantor pusat ekonomi rakyat perhati ba,8
provinsi cilincing utara kader kader mungut biaya sktm penuh syarat kartu pintar tindak,8
paryono warga pademangan jalan gunung sahari jalan rusak gunung sahari utara sawah pusat,8
selamat siang elisabeth informasi jalan fly over arah cengkareng tuju rawa buaya turun arah rawa buaya jalan rusa alami turun akibat,8
ketua rt mangga selatan bantu kena tanggul kali ciliwung rumah rusak,8
genang air jalan pademangan timur smk smpn pademangan timur pademangan utara tindak dinas kait,8
jalan pinang rawamangun rusak hancur,8
ijin air pam usaha air minum kompleks the pasadena cengkareng barat sulit proses informasi kembang rumah jaring,8
tutup jalan ce bodong rt pekayon pasar rebo timur pt panasonic rugi resah warga posisi,8
harga sewa rumah susun rusun marunda lantai novita aryanti,8
tutup jalan ce bodong rt pekayon pasar rebo timur pt panasonic rugi resah warga posisi jalan ce bodong rupa jalan warga pt panasonic tin,8
sistem via komputerisasi online proses terbit ijin bangun imb sudin awas tertib bangun barat sistem via online proses terbit imb men,8
kebon melati tanah abang pusat fasum pos rw jual nyata jual tolong tindak indikasi oknum oknum jajar pemda libat,8
ganjil genap laku jalan kelapa gading macet dinas kait,8
provinsi tingkat rt cipinang utara pungli bikin kk sulit minggu tindak,8
provinsi tugas layan publik bintaro jam kerja alas senam senam ganggu aktifitas layan publik,8
provinsi kerja puskesmas pulau ribu selatan jum at pns honorer tindak,8
tolong daerah nya jalan karet karya rt rw setia budi selatan dasar salur air lebar meter centimeter meter dangkal meter lebar centim,8
hormat henny butuh air bersih pdam usaha daerah air minum jalan tongkol kompleks ruko griya nirwana jaring utara,8
jalan ekor kuning rawamangun timur aspal aspal lihat kumuh,8
kramat senen pusat rumah dinas bangun rumah dinas urus lokasi jalan kramat pulo hotel nur,8
tinggal puri botanical residence dillenia no pulang pergi kantor jalan tuju taman alfa pos pengumben kelapa kebon jeruk barat kerja lebar jalan jalan p,8
gandaria utara kebayoran selatan jalan hidup rumah tinggal izin sesuai izin tinggal bangun ruko lantai tindak,8
selamat siang tolong jalan mht lingkung rw cipinang utara jatinegara lubang,8
indonesia utama jarang kendara kendara motor henti pejal kaki menyebrang lampu merah contoh jalan hayam wuruk gajah mada restoran sate senayan daerah daer,8
provinsi siswa siswi smp kuntum wijaya kusuma ciracas timur info laku semena mena natim bina osis beliau larang ekstrakurikuler pmr denga,8
respon positif daerah jalan outer ringroad cengkareng kapuk jalan dikomplek kosambi duri kosambi sayang lub,8
lubang jalan cacing utara makan korban terang minim,8
dasar hasil pantau bangun langgar perda no pergub no sengaja diam tindak bangun gudang izin luas m lok,8
informasi kali sunter utara kotor kumuh warga buang sampah kali tindak dinas kait,8
grogol tambur tanjung duren utara jalan tanjung duren barat tembus jalan lontar raya bangun permanen oknum tni buka,8
tolong perhati kerja pln usaha listrik negara konsumen kecewa tanah real tambora barat listrik padam minggu padam kali jam jam harga,8
provinsi tindak rt korup rt pejaten timur ps minggu,8
provinsi perhati warga peras oknum cilandak barat urus surat surat tanah gusur jalan tol,8
p b cengkarengsaya mohonbangunan liar bambu aur imb segel bangun jalan kerja bangun koordinasi p b cengkareng fungsi segel sud,8
genang air daerah timur jalan pasar pulojahe air kotor bau selesai,8
pemda jalan enggano trotoar awat alih fungsi pklparkir liar taruh matrial usaha menggangu pejal kaki timbul semrawut cari solusi supa,8
lampu jalan mati jalan pedati raya timur tindak tindaklanjuti,8
apresiasi kerja usaha benah transjakarta lihat ubah laku koridor tetapimohon bantu kena koridor parah layan tunggu bus,8
informasi jembatan penyebrangan orang slip gedung samudera indonesia disalahgunakan motor motor pejal kaki saran pasang pagar halang,8
provinsi komplen kena layan rsud cengkareng utama orang bayar ketimbang orang antri tindak,8
info jalan makam pangeran jayakarta lubang kali rusak korban jatuh utama kendara motor,8
selamat siang dewi puspitarini guru honorer sekolah dasar negeri sdn grogol utara pagi kebayoran selatan bantu rel sekolah,8
preman metromini jurus kampung melayu kampung rambutan ganggu uang paksa ancam wenang tertib,8
bantu jembatan kampus universitas indonesia salemba menyebrangi kali ciliwung arah pasar cikini selesai tindak,8
transportasi busway adu tunggu busway jam hinggga tolong direspon cepat halte latuharhari penuh hamil,8
selamat malam tolong bantu aldo pusat gunung sahari mayor tolong bantu terang lampu jalan kabar kesana tanggap lampu jalan mati,8
dukung program eru sungai rw rw tolok ukur meter meter eru kali tampung luap banjir perhatiann,8
drainase jalan cakung cilincing tuntas hambat bangun huni liar cafe kelas,8
lubang bahaya jalan senen rayajl senen raya ramai masuk jalan utama lubang jalan diameter cm cm golong bahaya sisi kanan jalan,8
halte transjakarta grogol citraland hotel ciputra tinggal warga miskin layak tidur buka lihat loket samping jeruji warga tinggal alas kardus kardus,8
bus transjakarta adu jadwal bus transjakarta lambat tunggu wktu jam halte jembatan besi halte grogol dit,8
selamat sore bantuanya pasang jaring air bersih wilayah bambularangan rw gadung kalideres air kali warga kering layak pasang jaring pdam perusahaa,8
provinsi jakartasaya ketua rt rw tugu utara koja jalan mangga utara jalan mangga banjir hujan turun daerah rendah,8
jembatan penyebrangan gramedia matraman tipis lubang bahaya dinas kait menindaklanjuti,8
provinsi jalan tipar cakung macet akibat angkut liar truk putar tuju pt sayap mas utama tertib,8
keluh kait kumuh wilayah rel kereta cipinang kebembem pisang bersih parah hitung rugi banjir akibat huni liar ditindaklanjut,8
selamat pagisaya stasiun kereta api calo calo tiket liar sistem mesan tiket klaim meminimalisir calo nyata ca,8
siang vera tolong jalan rel kereta api senen rusak akibat sendat lintas warga jalan pelan pelan akibat lubang lubang sisi rel ditindakl,8
dar masuk,8
jalan angkasa mayor jalur busway larang kendara terobos atur liar atur macet kendara jalur harap perhati p,8
provinsi bantu tertib pkl dagang kaki lima sayur jalan kebayoran pakai jalur jalan pagi macet tindak sangkut halaman,8
say jembatan penyebrangan busway halte sudirman awat semen kelupas emis jembatan seberang tertib,8
lisa ngak nyaman jalan duri selatan rt o jalan rusak total perhati,8
tolong pt kereta api indonesia jadwal jalan utama kereta api lokal cikampek khusus pg jalan jam ganti tolong jadwal jam halaman dilakuka,8
instruksi dishub tutup celah separator busway polsek pancoran raya bahaya motor masuk jalur busway celah potong enak macet lintas p,8
warga rt rw utan mayor pusat memberitahukan bangun salah atur alamat rt rt bangun permanen got salur air cor ditindaklanjut,8
bantu nyala lampu jalan rumah kompleks yon hubad no p jalan madrasah i kebon jeruk barat tirajoh,8
informasi macet timur bojongrangkong jalan pondok kopi tanjak jalan bintara raya jalan bintara jaya jalan malaka jam jam,8
mahon tinjau laku potong pohon kantor bank permata cabang cikini pohon ganggu kabel telepon kabel listrik ambarsary,8
pln usaha listrik negara minggu warga tinggal jalan duren masjid rt karet kuningan setiabudi lata,8
jalan rusak parah jalan industri rw gunung sahari utara sawah pusat bahaya jalan utama kemudi motor perhati,8
huni rusun angke tambora rusun lokasi tambora barat bongkar apartemen putus kelola hak huni ata,8
jalan rusak parah jalan industri rw gunung sahari utara sawah pusat bahaya jalan utama kemudi motor perhati,8
bangun alfamart imb bangun segel p b johar formalitas bangun alfamart jalan selesai kasihan dagang otomatis tutup al,8
stasiun kereta depok maret rokok biar tugas speaker tanda larang rokok tugas tindak ken,8
jalan smpn jalan raya kebayoran sisi jalan rusak tuju pasar kebayoran selatan batu pisah jalan hancur bahaya selamat kendara tindaklanjut dinas kait imak,8
selamat siangsaya jalan lintas sumatra km provinsi riau kabupaten siak kandis belutu pasok listrik pln usaha listrik negara,8
provinsi informasi jembatan penyebrangan orang gramedia matraman rusak jembatan rapuh lubang titik halaman bahaya jembata,8
masyarakat pulau ras kabupaten natuna gabung group fb facebook ras pulau tujoh adu labuh bangun apbn biaya rupiah has,8
provinsi harap salur air pinggir jalan tipar cakung rw cakung barat timur jalan rusak akibat air genang tindak dinas kait,8
rangka macet jalur provinsi wilayah kabupaten nganjuk jalur rel kereta api lurus lintas jalan raya lintas m maksud lurus,8
instasi urus drainase salur airdi jalan tipar cakung rw cakung barat timur harap salur air pinggir jalan tipar cakung rw cakung barat timur ja,8
kondisi jalan jalan jati raya upn labinbair tahan rusak berat perhati dinas kait area rupa batas provinsi denga,8
pemda tolong tindak bangun langgar wilayah kembang barat bangun izin rumah tinggal aktual lokasi rumah tinggal halaman duga pengaw,8
povinsi jakartasebelumnya tuju saran aspirasi salah warga pakai akses jalan daerah cakung s tebet,8
selamat siang halaman genang air salur air samping rel kereta api bojong indah cengkareng akibat sampah tumpuk perhati,8
salam transjakarta beos priok ganti bus turun sunter kualitas bus nyaman perhati,8
selamat sore pakai setia kereta api listrik krl pulang kerja jadwal arah tangerang rugi stasiun sudirman jadwal kereta jam kantor selesai jam jam,8
sungguh ironis sistem transportasi massal andal nyata samping aman nyaman bukti busway hancur layak operasi hamil manula temp,8
orang warga busway pulogadung harmoni komplain tunggu bus padat khusus jam berangkat pulang kerja masuk coba teliti loading factor bus koridor alokasi,8
tinggal rusun muara angke blok h no rt rw numpang orang tua huni bangun rusun miring kondisi bangun,8
jalan daerah kunjung aspal herwita warga kav blok no meruya selatan antenan antv harap barat dinas pu jakrta barat aspal ataubeton jalan daerah,8
tata trotoar pesing kedoya utara indosiar kali sekretaris sis macet kedoya utara jembatan pesing trotoar tata indah ked,8
jalan cipinang bal iv rt rw cipinang muara jatinegara timur keluh warga normalisasi kali sunter ukur kanan kiri milik cipinang indah pt inti diuku,8
tolong tinjau wilayah jalan batang jaring banjir salur air arah waduk pluit macet bangun bedeng bedeng usaha khusus,8
selamat siang tolong sdn duri kepa kebun jeruk barat bakar tolong,8
blusukan jembatan penyebrangan orang polda metro sudirman plat alumuniumnya rusak jebol,8
selamat sore transjakarta halte kota masuk jalan susah museum mandiri dagang kaki lima sempit nyaman tertib,8
erica transjakarta halte grogol jam tuju pulo gadung bus bus kosong harmoni harmoni armada solusi,8
kontrak rumah susun angke tambora blok a data maret dinas rumah menandatangani kontrak milik,8
provinsi tindaklanjutnya kait tugas e ktp kembang selatan jam kerja alas banjir panggil warga e ktp,8
tolong layan armada busway pulogadung benah antri halte ramai armada ditindaklanjuti,8
provinsi bantu salur air got rt rw cempaka putih timur tumpah air tumpah got rt rw timbul banjir tindak dinas kait,8
provinsi khusus dinas hubung perihal tiang lampu lintas hilang jalan barat tiang traffic light jalan,8
provinsi warga batang jaring genang air sdn jaring pagi cm akibat akses anak anak,8
halte transjakarta central park arah harmoni jam tolong perhati layan,8
lahan lahan gusur lahan parkir lihat mobil parkir lahan khusus wilayah jaring,8
warga gudang metro sunter niat keluh kesah warga gudang metro sunter lingkung garis wajar jalan sulit kendara truk be,8
jalan layang non tol arah sunter bangun jalan seman sempit macet,8
jalan rupa milik simpang lahan lapak pusat ramai ganggu tertib jalan raya halaman jalan akses cijantung tb simatupang taman mall,8
provinsi jalan kampung duri duri kosambi seman jalan rusak berat ohon tindak dinas kait,8
provinsi informasi jalan industri rt rw gunung sahari utara pusat sekolah sd maju rusak parah bahaya kendara motor jalan dinas ter,8
layan bus transjakarta jurus kalideres pasar muas tumpang tunggu bus tolong perhati bus transjakarta jurus,8
provinsi kena terminal bayang bus kota daerah latumenten persis apartemen latumenten jalan sore jelang malam puluh,8
tinggal jalan balai pustaka i rawamangun rawamagun pulogadung timur sesuai bijak kena lelang posisi forum samapaikan,8
lihat lubang turun sudirman tuju uinderpass bni detilnya stasiun sudirman arah senayan pisah jalan mobil jalan,8
provinsi bangun jalan layang non tol seman sunter bangun dinas kait,8
ukp pppsaya tolak pln usaha listrik negara pasang jaring listrik kampung kronologis kampung jalan kya,8
provinsi dinding pagar batas makam jalan bina karya iii pondok kopi rumah makam ganggu nyaman lingkung rumah orang bertanggun,8
mega cere depok butuh lampu merah temu jalan bukit cere jalan jalan cere raya ratus kendara semrawut pagi sore jaga polisi lampu m,8
provinsi informasi sempit jalan macet jembatan arah mayor sunter rumah griya inti sentosa tindak dinas kait,8
kasudin p b selatan p b pesanggrahan duga gelap asli daerah restribusi imb kait bangun jalan bintaro utama raya blok f no rt rw bintaro pesanggra,8
arsip kait langgar bangun sesuai undang undang nomor pergub nomor kena sanksi tertib langgar bangun,8
pemda ukppppsepanjang jalan jati raya utara tuju arah golf pangkal jati pondok labu pom bensin golf pangkal jati jalan lubang wenang pemda pemda depok,8
busway koridor lebak bulus harmoni koridor harmoni pl gadung moga pemda bosan adu bosan adu,8
provinsi jakartasaya wakil warga jalan sampit rw kramat pela kebayoran selatan wib air pam mati,8
pemda tinjau nasib duduk bantaran kali krukut jalan bango pondok labu cilandak sore air luap hujan hujan cm minggu w,8
mobil mobil belok jalan lapang bola meruya ilir kanan relasi kebon jeruk arah jalan tuju kelapa sendat jalan sempit plus kendara arah kedoya jalan p,8
provinsi informasi jalan hang tuah jalan asia afrika lajur kiri penuh parkir kendara dagang kaki lima makan ruas jalan efektif ruas sedia,8
